vendor_id,component_id,promised_date,actual_date,qty_ordered,qty_received,order_month,seasonal_flag,component_lead_days,criticality_score,on_time_rate_12m,hist_avg_delay_days,hist_fulfillment_rate,port_congestion_idx,weather_risk_score,news_sentiment,currency_volatility,high_risk,delay_days,fulfillment_ratio
VND_DELTA,MOTOR_X,2021-08-02,2021-08-02,2833,2284,8,0,14,0.95,0.3357,4.542,0.8313,10.0,7.14,-1.0,3.931,1,0,0.8062124955877162
VND_EPSILON,BEARING_01,2023-03-08,2023-03-08,2705,2603,3,0,11,0.8,0.6907,1.149,0.8589,5.21,3.36,-0.135,2.022,1,0,0.9622920517560074
VND_GAMMA,BEARING_01,2021-04-23,2021-04-23,4521,4306,4,0,11,0.8,0.9382,0.453,1.0,1.81,0.33,-0.556,0.389,0,0,0.9524441495244415
VND_BETA,MOTOR_X,2021-07-02,2021-07-02,2715,2261,7,0,14,0.95,0.5704,2.453,0.8697,8.11,6.76,-1.0,3.129,1,0,0.8327808471454881
VND_ZETA,CASING_B,2022-10-05,2022-10-06,6255,5511,10,0,7,0.6,0.9519,0.368,0.9632,2.08,0.04,-0.007,0.366,0,1,0.8810551558752998
VND_EPSILON,MOTOR_X,2021-02-27,2021-02-28,586,502,2,0,14,0.95,0.7459,1.381,0.926,3.97,2.95,-0.443,1.143,0,1,0.856655290102389
VND_DELTA,BLADE_X,2022-01-21,2022-01-21,3081,2086,1,1,12,0.85,0.4455,4.599,0.7764,10.0,9.08,-1.0,3.072,1,0,0.6770529049010061
VND_ZETA,MOTOR_X,2023-06-08,2023-06-08,6250,6250,6,0,14,0.95,0.8754,0.435,0.9964,0.95,0.58,-1.0,0.11,0,0,1.0
VND_EPSILON,CASING_B,2023-01-30,2023-01-28,5779,5584,1,1,7,0.6,0.6736,1.462,0.8942,5.06,3.05,-0.408,1.754,1,-2,0.9662571379131337
VND_BETA,MOTOR_X,2021-07-22,2021-07-24,3945,3212,7,0,14,0.95,0.5567,2.904,0.9061,8.11,6.76,-1.0,3.129,1,2,0.8141951837769328
VND_BETA,CASING_B,2022-10-18,2022-10-21,797,669,10,0,7,0.6,0.5804,2.706,0.9015,7.34,4.7,-0.665,2.932,0,3,0.8393977415307403
VND_DELTA,SCREW_M4,2022-02-28,2022-03-01,4878,3654,2,0,5,0.4,0.3655,4.474,0.7129,10.0,7.1,-1.0,3.739,1,1,0.7490774907749077
VND_ALPHA,MOTOR_X,2023-02-21,2023-02-19,1887,1778,2,0,14,0.95,0.8213,0.907,0.9701,2.97,1.37,0.254,1.307,0,-2,0.9422363540010599
VND_GAMMA,BATTERY_A,2021-01-10,2021-01-10,7608,7608,1,1,10,0.9,1.0,-0.277,1.0,1.85,2.16,0.022,0.306,0,0,1.0
VND_ZETA,SCREW_M4,2022-11-09,2022-11-10,1650,1444,11,1,5,0.4,0.9103,0.841,1.0,1.99,2.8,0.448,0.025,0,1,0.8751515151515151
VND_BETA,SWITCH_S,2023-02-01,2023-02-08,7716,7586,2,0,6,0.65,0.5682,2.421,0.9333,7.47,5.81,-0.631,3.173,1,7,0.9831518921721099
VND_ALPHA,SWITCH_S,2021-11-16,2021-11-16,1360,1339,11,1,6,0.65,0.7637,0.713,0.9564,3.94,3.27,-0.255,0.88,0,0,0.9845588235294118
VND_EPSILON,SCREW_M4,2022-06-13,2022-06-11,7424,5888,6,0,5,0.4,0.7425,1.894,0.9413,5.8,3.45,-0.555,1.904,0,-2,0.7931034482758621
VND_ZETA,SWITCH_S,2022-09-27,2022-09-30,1878,1859,9,0,6,0.65,0.8507,0.781,0.973,3.04,0.65,-0.322,0.705,0,3,0.9898828541001065
VND_DELTA,BLADE_X,2021-01-21,2021-01-27,3606,2650,1,1,12,0.85,0.3811,5.366,0.7732,10.0,9.08,-1.0,3.072,1,6,0.7348863006100943
VND_DELTA,SWITCH_S,2022-07-24,2022-07-23,7102,6257,7,0,6,0.65,0.398,3.881,0.7717,10.0,6.05,-1.0,3.274,1,-1,0.881019431146156
VND_DELTA,SCREW_M4,2022-06-04,2022-06-12,5116,3378,6,0,5,0.4,0.3166,4.901,0.7388,10.0,7.21,-1.0,4.359,1,8,0.6602814698983581
VND_ZETA,MOTOR_X,2023-03-21,2023-03-21,542,475,3,0,14,0.95,0.9478,0.664,1.0,3.65,1.04,-0.406,0.887,0,0,0.8763837638376384
VND_BETA,BEARING_01,2022-04-02,2022-04-04,777,755,4,0,11,0.8,0.6167,3.341,0.9118,7.67,5.01,-1.0,2.322,0,2,0.9716859716859717
VND_ALPHA,BATTERY_A,2021-11-22,2021-11-24,7590,6455,11,1,10,0.9,0.8453,1.046,0.9979,3.94,3.27,-0.255,0.88,0,2,0.8504611330698287
VND_ALPHA,BEARING_01,2022-01-11,2022-01-13,4598,4144,1,1,11,0.8,0.8243,0.648,0.9552,3.7,2.96,-0.026,1.609,1,2,0.9012614180078294
VND_BETA,CABLE_R,2022-06-10,2022-06-12,5777,5317,6,0,8,0.7,0.5327,2.849,0.8344,8.51,4.55,-0.832,3.415,1,2,0.9203738964860654
VND_GAMMA,SWITCH_S,2022-08-10,2022-08-10,2532,2307,8,0,6,0.65,0.964,0.46,1.0,2.14,2.59,-0.277,0.173,0,0,0.9111374407582938
VND_ALPHA,BLADE_X,2021-09-02,2021-09-02,3435,3435,9,0,12,0.85,0.8697,0.62,0.9824,3.19,0.54,0.027,0.512,0,0,1.0
VND_ALPHA,SCREW_M4,2023-10-17,2023-10-18,1844,1589,10,0,5,0.4,0.7741,0.092,0.9183,3.41,0.0,-0.618,1.079,0,1,0.8617136659436009
VND_EPSILON,CASING_B,2021-03-15,2021-03-17,4041,2837,3,0,7,0.6,0.7307,1.202,0.9721,5.21,3.36,-0.135,2.022,0,2,0.7020539470428112
VND_ALPHA,BEARING_01,2021-08-17,2021-08-23,2073,1976,8,0,11,0.8,0.8197,0.766,0.9538,2.6,1.31,-0.401,1.741,0,6,0.9532079112397491
VND_DELTA,MOTOR_X,2022-01-13,2022-01-25,884,810,1,1,14,0.95,0.4146,4.265,0.7903,10.0,9.08,-1.0,3.072,1,12,0.916289592760181
VND_BETA,BATTERY_A,2023-06-12,2023-06-15,5240,5240,6,0,10,0.9,0.6369,2.292,0.8709,8.51,4.55,-0.832,3.415,1,3,1.0
VND_DELTA,CABLE_R,2021-10-20,2021-10-21,3821,3048,10,0,8,0.7,0.31,4.816,0.7384,10.0,5.94,-1.0,3.793,1,1,0.7976969379743523
VND_ZETA,MOTOR_X,2023-10-29,2023-10-27,6481,6481,10,0,14,0.95,0.9584,0.621,0.9733,2.08,0.04,-0.007,0.366,1,-2,1.0
VND_BETA,SCREW_M4,2022-10-14,2022-10-21,558,415,10,0,5,0.4,0.5118,2.447,0.908,7.34,4.7,-0.665,2.932,1,7,0.7437275985663082
VND_BETA,MOTOR_X,2022-12-01,2022-12-08,7240,6589,12,1,14,0.95,0.5793,3.365,0.8483,7.45,6.37,-1.0,2.215,1,7,0.9100828729281768
VND_BETA,BLADE_X,2022-12-19,2022-12-19,3984,3463,12,1,12,0.85,0.5456,2.674,0.8915,7.45,6.37,-1.0,2.215,1,0,0.8692269076305221
VND_ZETA,SCREW_M4,2021-04-26,2021-04-25,3405,3314,4,0,5,0.4,0.8438,0.557,0.9911,4.0,1.67,-0.484,0.326,0,-1,0.9732745961820851
VND_BETA,SWITCH_S,2022-08-21,2022-08-25,4341,3455,8,0,6,0.65,0.5189,2.524,0.9379,8.24,4.9,-0.912,2.005,1,4,0.7958995623128311
VND_BETA,BATTERY_A,2022-01-12,2022-01-16,5338,4838,1,1,10,0.9,0.5913,3.263,0.8728,8.49,4.94,-0.843,2.646,1,4,0.9063319595354066
VND_GAMMA,SCREW_M4,2023-06-18,2023-06-17,407,407,6,0,5,0.4,0.9358,-0.229,0.9614,1.52,0.0,0.363,0.701,0,-1,1.0
VND_ALPHA,BEARING_01,2022-05-19,2022-05-18,5128,5120,5,0,11,0.8,0.8011,0.975,0.9249,2.19,1.91,-0.492,0.435,0,-1,0.9984399375975039
VND_EPSILON,BLADE_X,2021-11-26,2021-11-24,1374,1248,11,1,12,0.85,0.7777,1.466,0.9759,4.9,3.65,0.183,1.854,0,-2,0.9082969432314411
VND_ALPHA,CABLE_R,2021-08-17,2021-08-18,5809,5809,8,0,8,0.7,0.8017,1.597,1.0,2.6,1.31,-0.401,1.741,0,1,1.0
VND_DELTA,BATTERY_A,2023-11-27,2023-12-04,4576,3795,11,1,10,0.9,0.3733,3.915,0.7712,10.0,9.01,-1.0,3.571,1,7,0.8293269230769231
VND_EPSILON,MOTOR_X,2021-12-14,2021-12-16,6131,5997,12,1,14,0.95,0.7714,0.968,0.8993,2.82,4.49,-0.659,1.941,1,2,0.9781438590768227
VND_GAMMA,CABLE_R,2021-03-20,2021-03-21,1375,1323,3,0,8,0.7,0.9189,0.732,0.9885,1.39,0.8,0.586,0.47,0,1,0.9621818181818181
VND_ZETA,BATTERY_A,2022-04-24,2022-04-27,248,248,4,0,10,0.9,0.9221,-0.148,0.9528,4.0,1.67,-0.484,0.326,0,3,1.0
VND_ALPHA,SWITCH_S,2021-04-30,2021-05-01,6865,5706,4,0,6,0.65,0.8323,0.864,0.9748,3.44,0.0,-0.737,0.775,0,1,0.8311726147123089
VND_EPSILON,SWITCH_S,2021-09-03,2021-09-02,7220,6690,9,0,6,0.65,0.7458,1.715,0.9493,4.38,3.89,-0.441,1.169,1,-1,0.9265927977839336
VND_ZETA,SCREW_M4,2021-03-14,2021-03-13,4817,4817,3,0,5,0.4,0.873,-0.148,1.0,3.65,1.04,-0.406,0.887,0,-1,1.0
VND_ALPHA,BATTERY_A,2023-09-03,2023-09-06,7877,7792,9,0,10,0.9,0.8247,0.73,0.9641,3.19,0.54,0.027,0.512,0,3,0.9892090897549829
VND_GAMMA,SWITCH_S,2023-03-04,2023-03-04,3883,3883,3,0,6,0.65,0.9073,-0.138,1.0,1.39,0.8,0.586,0.47,0,0,1.0
VND_ZETA,SCREW_M4,2023-10-02,2023-10-02,5218,4875,10,0,5,0.4,0.9718,0.051,0.9693,2.08,0.04,-0.007,0.366,0,0,0.9342660022997317
VND_GAMMA,BLADE_X,2023-07-21,2023-07-21,4125,4125,7,0,12,0.85,0.9175,0.037,0.9714,2.34,0.0,0.441,0.0,0,0,1.0
VND_DELTA,CASING_B,2023-01-08,2023-01-13,2033,1519,1,1,7,0.6,0.4226,5.133,0.8075,10.0,9.08,-1.0,3.072,1,5,0.7471716674864732
VND_GAMMA,CASING_B,2021-12-24,2021-12-26,3382,3382,12,1,7,0.6,1.0,0.67,0.9506,1.78,3.21,-0.462,0.474,0,2,1.0
VND_BETA,BLADE_X,2023-01-24,2023-01-24,6262,4362,1,1,12,0.85,0.5791,1.874,0.9098,8.49,4.94,-0.843,2.646,1,0,0.6965825614819546
VND_DELTA,MOTOR_X,2022-09-07,2022-09-11,1379,971,9,0,14,0.95,0.3041,4.994,0.8101,10.0,8.25,-1.0,4.688,1,4,0.7041334300217549
VND_DELTA,MOTOR_X,2023-04-21,2023-04-24,6021,5273,4,0,14,0.95,0.4066,4.711,0.8408,10.0,7.27,-1.0,3.863,0,3,0.8757681448264408
VND_DELTA,SCREW_M4,2021-09-14,2021-09-15,7082,5154,9,0,5,0.4,0.4124,3.899,0.8032,10.0,8.25,-1.0,4.688,1,1,0.727760519627224
VND_BETA,CABLE_R,2023-04-12,2023-04-14,3649,3087,4,0,8,0.7,0.5435,2.773,0.829,7.67,5.01,-1.0,2.322,0,2,0.845985201425048
VND_DELTA,SWITCH_S,2023-07-16,2023-07-26,3836,2527,7,0,6,0.65,0.3569,4.463,0.7474,10.0,6.05,-1.0,3.274,0,10,0.6587591240875912
VND_DELTA,SWITCH_S,2023-01-15,2023-01-20,2967,2112,1,1,6,0.65,0.4348,4.17,0.7789,10.0,9.08,-1.0,3.072,1,5,0.7118301314459049
VND_ZETA,CABLE_R,2023-03-28,2023-03-29,1290,1290,3,0,8,0.7,0.8905,0.04,0.9953,3.65,1.04,-0.406,0.887,1,1,1.0
VND_BETA,SCREW_M4,2022-03-21,2022-03-23,6037,5962,3,0,5,0.4,0.5255,2.73,0.8893,7.31,4.89,-0.841,3.19,0,2,0.9875766108994534
VND_EPSILON,SCREW_M4,2022-02-03,2022-02-03,7966,6523,2,0,5,0.4,0.7313,0.931,0.933,3.97,2.95,-0.443,1.143,0,0,0.8188551343208637
VND_DELTA,CABLE_R,2023-04-17,2023-04-25,3270,2633,4,0,8,0.7,0.3166,5.162,0.8237,10.0,7.27,-1.0,3.863,1,8,0.8051987767584098
VND_BETA,BLADE_X,2023-03-16,2023-03-19,1357,1218,3,0,12,0.85,0.6226,2.835,0.8871,7.31,4.89,-0.841,3.19,0,3,0.8975681650700074
VND_ALPHA,BEARING_01,2023-07-16,2023-07-18,2660,2328,7,0,11,0.8,0.8555,1.461,0.9683,2.66,1.71,-0.565,1.15,0,2,0.8751879699248121
VND_ALPHA,SWITCH_S,2022-02-13,2022-02-14,1979,1979,2,0,6,0.65,0.8955,0.529,0.9941,2.97,1.37,0.254,1.307,0,1,1.0
VND_EPSILON,CABLE_R,2021-11-17,2021-11-18,5603,5222,11,1,8,0.7,0.7675,1.68,0.9099,4.9,3.65,0.183,1.854,0,1,0.9320007139032661
VND_EPSILON,SWITCH_S,2023-06-04,2023-06-06,1677,1677,6,0,6,0.65,0.7479,2.49,0.9267,5.8,3.45,-0.555,1.904,0,2,1.0
VND_ALPHA,BEARING_01,2022-02-27,2022-02-27,3361,3361,2,0,11,0.8,0.8446,1.062,0.9605,2.97,1.37,0.254,1.307,0,0,1.0
VND_GAMMA,CASING_B,2021-11-16,2021-11-16,5453,5218,11,1,7,0.6,0.9957,0.843,0.9877,0.77,1.58,0.264,0.0,0,0,0.9569044562626078
VND_EPSILON,SWITCH_S,2022-02-10,2022-02-10,1434,1434,2,0,6,0.65,0.7269,1.726,0.9588,3.97,2.95,-0.443,1.143,0,0,1.0
VND_GAMMA,SWITCH_S,2023-08-18,2023-08-17,2212,2113,8,0,6,0.65,0.9289,0.535,0.9948,2.14,2.59,-0.277,0.173,0,-1,0.955244122965642
VND_DELTA,CASING_B,2022-10-10,2022-10-17,5200,3661,10,0,7,0.6,0.3454,5.284,0.7552,10.0,5.94,-1.0,3.793,1,7,0.7040384615384615
VND_ZETA,MOTOR_X,2021-07-18,2021-07-18,6646,6646,7,0,14,0.95,0.9997,0.605,0.9581,1.63,0.0,0.462,0.0,0,0,1.0
VND_ALPHA,BATTERY_A,2021-02-13,2021-02-15,271,255,2,0,10,0.9,0.7934,1.968,0.9587,2.97,1.37,0.254,1.307,1,2,0.940959409594096
VND_GAMMA,MOTOR_X,2021-07-04,2021-07-05,2766,2555,7,0,14,0.95,0.8898,0.367,1.0,2.34,0.0,0.441,0.0,0,1,0.9237165582067968
VND_BETA,CABLE_R,2021-11-05,2021-11-08,1944,1597,11,1,8,0.7,0.5504,3.21,0.8344,7.62,7.21,-0.911,3.187,1,3,0.8215020576131687
VND_ALPHA,BLADE_X,2023-01-14,2023-01-14,5305,5305,1,1,12,0.85,0.8092,1.223,0.955,3.7,2.96,-0.026,1.609,1,0,1.0
VND_EPSILON,CABLE_R,2023-07-04,2023-07-08,4091,3820,7,0,8,0.7,0.7313,1.76,0.8969,4.08,2.56,-0.606,1.633,1,4,0.9337570276216084
VND_ZETA,CABLE_R,2021-12-25,2021-12-25,2573,2573,12,1,8,0.7,0.9649,0.225,0.9386,4.01,0.19,-0.074,0.755,0,0,1.0
VND_ALPHA,BLADE_X,2021-11-24,2021-11-24,7579,6776,11,1,12,0.85,0.871,0.61,0.9769,3.94,3.27,-0.255,0.88,0,0,0.8940493468795355
VND_BETA,CASING_B,2023-05-01,2023-05-01,1170,964,5,0,7,0.6,0.5647,3.109,0.8515,8.96,6.56,-0.962,3.201,1,0,0.8239316239316239
VND_BETA,SWITCH_S,2023-08-20,2023-08-20,5933,5414,8,0,6,0.65,0.4649,3.184,0.8481,8.24,4.9,-0.912,2.005,1,0,0.9125231754592955
VND_ZETA,BLADE_X,2022-05-26,2022-05-26,1128,1088,5,0,12,0.85,0.9044,-0.198,0.939,3.15,0.0,0.105,0.83,0,0,0.9645390070921985
VND_DELTA,CASING_B,2021-07-18,2021-07-20,6390,5348,7,0,7,0.6,0.3635,4.797,0.8029,10.0,6.05,-1.0,3.274,1,2,0.8369327073552426
VND_BETA,MOTOR_X,2023-02-20,2023-02-19,4073,3605,2,0,14,0.95,0.5413,2.58,0.8591,7.47,5.81,-0.631,3.173,1,-1,0.8850969801129389
VND_DELTA,SWITCH_S,2021-12-16,2021-12-21,6484,4556,12,1,6,0.65,0.3255,4.129,0.7622,9.5,6.79,-1.0,3.943,1,5,0.702652683528686
VND_EPSILON,MOTOR_X,2023-01-13,2023-01-14,7826,7203,1,1,14,0.95,0.7091,1.415,0.9044,5.06,3.05,-0.408,1.754,0,1,0.9203935599284436
VND_EPSILON,BEARING_01,2022-01-08,2022-01-12,3864,3481,1,1,11,0.8,0.7121,0.935,0.9503,5.06,3.05,-0.408,1.754,0,4,0.900879917184265
VND_DELTA,MOTOR_X,2022-12-06,2022-12-09,7454,6003,12,1,14,0.95,0.4622,4.15,0.7818,9.5,6.79,-1.0,3.943,1,3,0.8053394150791522
VND_ALPHA,CABLE_R,2023-01-28,2023-01-29,764,690,1,1,8,0.7,0.869,0.656,0.944,3.7,2.96,-0.026,1.609,0,1,0.9031413612565445
VND_BETA,CASING_B,2022-09-07,2022-09-08,5749,5619,9,0,7,0.6,0.5539,3.157,0.9241,7.93,5.56,-0.497,2.593,1,1,0.9773873717168203
VND_BETA,SWITCH_S,2021-08-16,2021-08-18,7859,6409,8,0,6,0.65,0.5812,3.083,0.8333,8.24,4.9,-0.912,2.005,0,2,0.8154981549815498
VND_ZETA,SCREW_M4,2022-10-19,2022-10-21,2594,2594,10,0,5,0.4,0.9008,0.736,0.9708,2.08,0.04,-0.007,0.366,0,2,1.0
VND_GAMMA,BATTERY_A,2023-10-11,2023-10-12,330,290,10,0,10,0.9,0.9204,-0.002,0.9618,0.49,0.87,-0.256,1.02,0,1,0.8787878787878788
VND_BETA,SWITCH_S,2023-01-18,2023-01-23,7173,7173,1,1,6,0.65,0.4968,3.305,0.8657,8.49,4.94,-0.843,2.646,1,5,1.0
VND_BETA,BLADE_X,2023-11-18,2023-11-22,2495,2243,11,1,12,0.85,0.4793,3.225,0.8607,7.62,7.21,-0.911,3.187,0,4,0.8989979959919839
VND_DELTA,MOTOR_X,2022-10-15,2022-10-16,7620,6235,10,0,14,0.95,0.3956,4.416,0.7902,10.0,5.94,-1.0,3.793,1,1,0.818241469816273
VND_ALPHA,CASING_B,2022-05-05,2022-05-05,5938,5938,5,0,7,0.6,0.8123,0.955,0.9642,2.19,1.91,-0.492,0.435,0,0,1.0
VND_GAMMA,BLADE_X,2023-07-09,2023-07-09,3746,3746,7,0,12,0.85,0.962,0.427,0.9887,2.34,0.0,0.441,0.0,0,0,1.0
VND_ALPHA,CABLE_R,2022-07-13,2022-07-15,6343,5463,7,0,8,0.7,0.7662,1.243,0.9839,2.66,1.71,-0.565,1.15,0,2,0.8612643859372536
VND_ZETA,BEARING_01,2021-06-14,2021-06-15,2927,2546,6,0,11,0.8,0.9311,0.319,0.9651,0.95,0.58,-1.0,0.11,0,1,0.869832593098736
VND_BETA,MOTOR_X,2021-01-22,2021-01-25,6218,5265,1,1,14,0.95,0.4936,2.607,0.9002,8.49,4.94,-0.843,2.646,0,3,0.8467352846574461
VND_GAMMA,MOTOR_X,2023-02-19,2023-02-18,1835,1562,2,0,14,0.95,0.9645,-0.004,1.0,0.13,0.0,-0.083,0.079,0,-1,0.8512261580381472
VND_DELTA,BEARING_01,2023-03-07,2023-03-07,494,425,3,0,11,0.8,0.3671,4.225,0.7843,9.67,7.03,-1.0,3.314,1,0,0.8603238866396761
VND_ZETA,BLADE_X,2023-02-08,2023-02-08,2949,2949,2,0,12,0.85,0.8625,0.304,1.0,0.68,0.31,-0.17,0.259,0,0,1.0
VND_EPSILON,CABLE_R,2023-05-20,2023-05-21,3535,3173,5,0,8,0.7,0.706,1.478,0.9219,5.37,6.65,-0.289,2.054,0,1,0.8975954738330976
VND_BETA,CABLE_R,2022-12-11,2022-12-13,6091,6091,12,1,8,0.7,0.6166,3.092,0.8697,7.45,6.37,-1.0,2.215,1,2,1.0
VND_EPSILON,BLADE_X,2022-01-31,2022-02-04,4204,3693,1,1,12,0.85,0.6586,1.171,0.973,5.06,3.05,-0.408,1.754,1,4,0.8784490960989534
VND_GAMMA,BLADE_X,2021-06-20,2021-06-19,7682,7682,6,0,12,0.85,0.9466,0.541,1.0,1.52,0.0,0.363,0.701,0,-1,1.0
VND_ZETA,BEARING_01,2021-06-23,2021-06-23,6798,5773,6,0,11,0.8,0.9249,0.114,1.0,0.95,0.58,-1.0,0.11,0,0,0.8492203589290968
VND_EPSILON,CABLE_R,2021-08-21,2021-08-21,388,368,8,0,8,0.7,0.7331,1.612,0.9048,7.16,0.93,-0.254,0.955,0,0,0.9484536082474226
VND_ALPHA,CASING_B,2022-05-13,2022-05-13,809,692,5,0,7,0.6,0.7701,0.58,0.9727,2.19,1.91,-0.492,0.435,0,0,0.8553770086526576
VND_GAMMA,CASING_B,2021-05-14,2021-05-15,1461,1461,5,0,7,0.6,0.9662,0.326,1.0,1.61,2.86,-0.038,0.521,0,1,1.0
VND_ALPHA,SCREW_M4,2021-06-04,2021-06-05,279,272,6,0,5,0.4,0.8042,1.329,0.9184,4.67,1.37,-0.2,0.43,1,1,0.974910394265233
VND_ZETA,MOTOR_X,2022-11-30,2022-12-02,7328,6913,11,1,14,0.95,0.8508,0.254,0.9312,1.99,2.8,0.448,0.025,0,2,0.943367903930131
VND_BETA,BATTERY_A,2023-08-02,2023-08-05,5369,5224,8,0,10,0.9,0.5267,2.83,0.8837,8.24,4.9,-0.912,2.005,1,3,0.9729931085863289
VND_ZETA,CABLE_R,2021-08-05,2021-08-04,5218,5119,8,0,8,0.7,0.9532,0.994,1.0,1.44,0.77,0.404,0.0,0,-1,0.9810272134917593
VND_ALPHA,BATTERY_A,2021-10-12,2021-10-14,1834,1834,10,0,10,0.9,0.8289,1.088,0.9726,3.41,0.0,-0.618,1.079,0,2,1.0
VND_BETA,BATTERY_A,2021-07-07,2021-07-10,6083,5807,7,0,10,0.9,0.5117,2.568,0.8559,8.11,6.76,-1.0,3.129,1,3,0.9546276508301825
VND_ALPHA,BATTERY_A,2023-06-06,2023-06-08,6684,6170,6,0,10,0.9,0.7212,1.23,0.93,4.67,1.37,-0.2,0.43,0,2,0.9230999401555955
VND_BETA,SCREW_M4,2021-04-13,2021-04-13,6073,5439,4,0,5,0.4,0.5324,2.3,0.8402,7.67,5.01,-1.0,2.322,0,0,0.8956034908611888
VND_DELTA,BATTERY_A,2022-10-19,2022-10-19,5323,4361,10,0,10,0.9,0.4067,4.87,0.7536,10.0,5.94,-1.0,3.793,1,0,0.8192748450122112
VND_DELTA,SCREW_M4,2022-02-09,2022-02-12,6001,4819,2,0,5,0.4,0.3714,4.657,0.7698,10.0,7.1,-1.0,3.739,0,3,0.803032827862023
VND_EPSILON,BEARING_01,2022-01-17,2022-01-20,4043,3712,1,1,11,0.8,0.7436,2.154,0.9118,5.06,3.05,-0.408,1.754,0,3,0.9181301014098442
VND_ZETA,BLADE_X,2021-05-06,2021-05-06,3825,3779,5,0,12,0.85,0.8879,0.426,0.9493,3.15,0.0,0.105,0.83,0,0,0.9879738562091503
VND_EPSILON,CASING_B,2021-01-13,2021-01-13,851,831,1,1,7,0.6,0.7089,1.498,0.9737,5.06,3.05,-0.408,1.754,0,0,0.9764982373678026
VND_BETA,CASING_B,2022-06-24,2022-06-26,1378,1026,6,0,7,0.6,0.5506,2.7,0.8953,8.51,4.55,-0.832,3.415,0,2,0.7445573294629898
VND_ZETA,SCREW_M4,2021-09-11,2021-09-11,5957,5957,9,0,5,0.4,0.9431,0.669,0.9701,3.04,0.65,-0.322,0.705,1,0,1.0
VND_BETA,BATTERY_A,2022-01-19,2022-01-18,7151,6252,1,1,10,0.9,0.4795,2.435,0.8957,8.49,4.94,-0.843,2.646,1,-1,0.8742833170185988
VND_BETA,CABLE_R,2021-11-29,2021-11-29,3433,2746,11,1,8,0.7,0.5466,2.589,0.8944,7.62,7.21,-0.911,3.187,1,0,0.7998834838333819
VND_EPSILON,BLADE_X,2023-04-25,2023-04-24,4350,4350,4,0,12,0.85,0.7231,1.29,0.947,3.47,1.86,-0.305,1.806,0,-1,1.0
VND_BETA,BLADE_X,2023-05-24,2023-05-30,2255,2083,5,0,12,0.85,0.5035,2.923,0.9044,8.96,6.56,-0.962,3.201,0,6,0.9237250554323725
VND_ZETA,CABLE_R,2022-05-09,2022-05-11,4546,4526,5,0,8,0.7,0.9389,0.529,0.9757,3.15,0.0,0.105,0.83,0,2,0.9956005279366476
VND_ZETA,MOTOR_X,2022-05-31,2022-06-01,2505,2505,5,0,14,0.95,0.9425,0.442,0.9708,3.15,0.0,0.105,0.83,0,1,1.0
VND_ALPHA,CASING_B,2021-05-07,2021-05-08,714,621,5,0,7,0.6,0.798,1.337,1.0,2.19,1.91,-0.492,0.435,0,1,0.8697478991596639
VND_GAMMA,BEARING_01,2021-05-04,2021-05-02,5277,5096,5,0,11,0.8,0.9315,0.628,0.9642,1.61,2.86,-0.038,0.521,0,-2,0.9657002084517718
VND_ALPHA,SWITCH_S,2023-07-03,2023-07-01,298,281,7,0,6,0.65,0.8385,1.312,0.9696,2.66,1.71,-0.565,1.15,1,-2,0.9429530201342282
VND_GAMMA,BATTERY_A,2023-01-11,2023-01-13,5918,5918,1,1,10,0.9,0.9722,0.359,0.9783,1.85,2.16,0.022,0.306,0,2,1.0
VND_EPSILON,BATTERY_A,2022-06-22,2022-06-23,6156,5918,6,0,10,0.9,0.7175,1.735,0.9419,5.8,3.45,-0.555,1.904,0,1,0.9613385315139701
VND_DELTA,CABLE_R,2023-01-04,2023-01-06,6280,4997,1,1,8,0.7,0.3536,4.936,0.7757,10.0,9.08,-1.0,3.072,1,2,0.7957006369426751
VND_GAMMA,BEARING_01,2023-10-21,2023-10-20,2659,2659,10,0,11,0.8,0.9742,0.28,0.9851,0.49,0.87,-0.256,1.02,0,-1,1.0
VND_GAMMA,BEARING_01,2022-01-25,2022-01-25,2068,1738,1,1,11,0.8,0.929,-0.087,0.9668,1.85,2.16,0.022,0.306,0,0,0.8404255319148937
VND_ALPHA,CASING_B,2022-12-24,2022-12-25,3556,3556,12,1,7,0.6,0.7956,0.451,0.9688,1.72,2.38,-0.358,1.423,0,1,1.0
VND_DELTA,BEARING_01,2022-10-27,2022-10-31,7764,5632,10,0,11,0.8,0.4079,3.862,0.797,10.0,5.94,-1.0,3.793,1,4,0.7253992787223081
VND_DELTA,SWITCH_S,2023-08-10,2023-08-12,3904,3251,8,0,6,0.65,0.414,4.312,0.809,10.0,7.14,-1.0,3.931,1,2,0.8327356557377049
VND_BETA,CASING_B,2023-03-01,2023-03-03,3637,2832,3,0,7,0.6,0.5359,2.783,0.8865,7.31,4.89,-0.841,3.19,0,2,0.7786637338465768
VND_BETA,MOTOR_X,2022-10-11,2022-10-11,3324,2264,10,0,14,0.95,0.5342,2.962,0.8591,7.34,4.7,-0.665,2.932,0,0,0.681107099879663
VND_DELTA,CASING_B,2023-01-19,2023-01-21,314,201,1,1,7,0.6,0.3275,4.767,0.729,10.0,9.08,-1.0,3.072,1,2,0.6401273885350318
VND_ZETA,SWITCH_S,2021-12-20,2021-12-20,1437,1326,12,1,6,0.65,0.9312,0.185,0.9542,4.01,0.19,-0.074,0.755,0,0,0.9227557411273486
